Departure,Return,Departure station id,Departure station name,Return station id,Return station name,Covered distance (m),Duration (sec.)
2021-05-30T9:42:33,2021-05-30T9:46:53,240,Viikin normaalikoulu,241,Agronominkatu,843,258
2021-05-30T9:42:24,2021-05-30T9:42:45,509,Revontulentie,509,Revontulentie,0,17
2021-05-30T9:42:20,2021-05-30T9:59:02,737,Muurarinkuja,701,Gallen-Kallelan tie,3496,990
2021-05-30T9:42:18,2021-05-30T10:03:46,243,Mustikkamaa,087,Kustaankatu,3898,1284
2021-05-29T21:25:32,2021-05-29T21:53:57,040,Hakaniemi (M),095,Munkkiniemen aukio,5338,1704
2021-05-29T21:25:26,2021-05-29T21:41:46,591,Mellstenintie,585,Haukilahdenaukio,896,975
2021-05-29T21:25:14,2021-05-29T21:47:39,126,Kalasatama (M),004,Viiskulma,4649,1341
2021-05-29T21:25:12,2021-05-29T21:33:44,020,Kaisaniemenpuisto,041,Ympyrätalo,1419,511
2021-05-29T21:25:07,2021-05-29T21:36:19,090,Paciuksenkaari,163,Lehtisaarentie,2975,667
2021-05-29T21:24:58,2021-05-29T21:54:12,213,Huopalahden asema,109,Hertanmäenkatu,2764,1750
2021-05-29T21:24:51,2021-05-29T21:45:47,093,Torpanranta,541,"Aalto-yliopisto (M), Korkeakouluaukio",3996,1250
2021-05-29T16:49:41,2021-05-29T17:01:13,127,Teurastamo,130,Teollisuuskatu,1850,687
2021-05-29T16:49:40,2021-05-29T16:57:29,625,Suomenlahdentie,587,Hauenkallio,1613,467
2021-05-29T16:49:40,2021-05-29T17:17:50,091,Seurasaari,201,Länsisatamankuja,5613,1686
2021-05-29T16:49:38,2021-05-29T16:56:28,122,Lintulahdenkatu,126,Kalasatama (M),1211,408
2021-05-29T16:49:37,2021-05-29T17:01:56,136,Sofianlehdonkatu,147,Käpylän asema,2056,732
2021-05-29T16:49:35,2021-05-29T17:06:35,144,Käpyläntie,126,Kalasatama (M),3642,1016
2021-05-29T16:49:35,2021-05-30T14:34:58,344,Puistolan asema,350,Töyrynummi,3197,78320
2021-05-29T16:49:34,2021-05-29T16:49:55,030,Itämerentori,030,Itämerentori,2,5
2021-05-29T16:49:34,2021-05-29T17:11:26,091,Seurasaari,028,Lastenlehto,4672,1308
2021-05-29T16:49:33,2021-05-29T16:59:04,313,Rastila (M),314,Lokitie,1204,566
2021-05-29T16:49:32,2021-05-29T17:05:28,022,Rautatientori / länsi,120,Mäkelänkatu,3555,952
2021-05-29T16:49:29,2021-05-29T17:05:13,140,Verkatehtaanpuisto,126,Kalasatama (M),4045,939
2021-05-29T16:49:27,2021-05-29T17:05:25,132,Hollolantie,124,Isoisänsilta,2516,955
2021-05-20T19:40:56,2021-05-20T19:47:38,245,Kulosaari (M),256,Herttoniemenranta,1345,399
2021-05-20T19:40:50,2021-05-20T19:51:29,045,Brahen kenttä,142,Koskelantie,2781,636
2021-05-20T19:40:49,2021-05-20T19:51:28,045,Brahen kenttä,142,Koskelantie,2910,637
2021-05-20T19:40:37,2021-05-20T19:44:29,046,Diakoniapuisto,041,Ympyrätalo,857,227
2021-05-20T19:40:21,2021-05-20T19:49:29,024,Mannerheimintie,062,Välimerenkatu,1948,544
2021-05-20T19:40:17,2021-05-20T19:48:34,058,Lauttasaarensilta,030,Itämerentori,1421,487
2021-05-20T19:40:13,2021-05-20T19:48:26,058,Lauttasaarensilta,030,Itämerentori,1445,488
2021-05-20T19:40:11,2021-05-20T20:04:42,262,Siilitie (M),330,Kontula (M),5507,1466
2021-05-20T19:40:05,2021-05-20T19:46:28,541,"Aalto-yliopisto (M), Korkeakouluaukio",551,Tietäjä,1530,382
2021-05-20T19:40:01,2021-05-20T19:48:42,731,Leppävaarankäytävä,749,Vallikatu,1037,520
2021-05-20T19:39:54,2021-05-20T19:50:49,547,Jämeräntaival,519,Tapionaukio,2307,650
2021-05-20T19:39:54,2021-05-20T19:47:02,513,Hakalehto,581,Niittykumpu (M),1676,424
2021-05-20T19:39:46,2021-05-20T19:49:53,131,Elimäenkatu,126,Kalasatama (M),2303,602
2021-05-20T9:49:13,2021-05-20T10:10:47,004,Viiskulma,052,Heikkilänaukio,4554,1292
2021-05-20T9:49:11,2021-05-20T10:09:07,044,Sörnäinen (M),025,Narinkka,3344,1192
2021-05-20T9:49:10,2021-05-20T10:00:11,116,Linnanmäki,038,Töölöntori,1833,657
2021-05-20T9:49:09,2021-05-20T9:56:47,275,Itäkeskus (M),280,Puotilan ostoskeskus,1480,454
2021-05-20T9:49:05,2021-05-20T10:05:57,705,Laajalahden keskus,521,Kulttuuriaukio,3375,1011
2021-05-20T9:49:04,2021-05-20T9:59:55,124,Isoisänsilta,123,Näkinsilta,2662,647
2021-05-20T9:49:03,2021-05-20T9:54:59,727,Ratsutori,723,Säterinniitty,937,351
2021-05-20T9:49:02,2021-05-20T10:07:23,075,Korjaamo,064,Tyynenmerenkatu,3338,1096
2021-05-20T9:49:00,2021-05-20T9:57:55,225,Maunula,221,Thalianaukio,2530,531
2021-05-22T0:02:05,2021-05-22T0:15:14,031,Marian sairaala,057,Lauttasaaren ostoskeskus,2427,784
2021-05-22T0:01:57,2021-05-22T0:13:40,531,Keilaranta,095,Munkkiniemen aukio,3882,702
2021-05-22T0:01:54,2021-05-22T0:09:11,019,Rautatientori / itä,029,Baana,1784,433
2021-05-22T0:01:45,2021-05-22T0:08:13,063,Jätkäsaarenlaituri,036,Apollonkatu,1613,384
2021-05-22T0:01:44,2021-05-22T0:08:06,063,Jätkäsaarenlaituri,036,Apollonkatu,1666,383
2021-05-22T0:01:25,2021-05-22T0:10:31,115,Venttiilikuja,046,Diakoniapuisto,1124,545
2021-05-22T0:01:08,2021-05-22T0:04:59,025,Narinkka,037,Töölönkatu,955,226
2021-05-22T0:01:06,2021-05-22T0:08:06,063,Jätkäsaarenlaituri,036,Apollonkatu,1600,416
2021-05-22T0:00:49,2021-05-22T0:17:05,036,Apollonkatu,088,Kiskontie,3442,972
2021-05-22T0:00:45,2021-05-22T0:08:53,015,Ritarikatu,002,Laivasillankatu,1315,483
2021-05-22T0:00:30,2021-05-22T0:04:37,078,Messeniuksenkatu,078,Messeniuksenkatu,600,242
2021-05-22T0:00:19,2021-05-22T0:06:30,757,Painiitty,751,Vallipolku,1243,368
2021-05-22T0:00:10,2021-05-22T0:15:09,040,Hakaniemi (M),120,Mäkelänkatu,2852,894
2021-05-21T23:59:49,2021-05-22T0:24:34,082,Töölöntulli,142,Koskelantie,3577,1481
2021-05-21T23:59:48,2021-05-22T0:12:06,264,Eränkävijäntori,274,Voikukantie,3375,734
2021-05-21T23:59:44,2021-05-22T0:12:57,264,Eränkävijäntori,274,Voikukantie,3377,790
